edad,antiguedad_anios,nivel_educacional,area,satisfaccion,renuncia
29,0.6,tecnico,Soporte,2.5,1
22,5.4,tecnico,Recursos Humanos,1.2,0
32,0.7,profesional,Ventas,2.9,1
49,9.3,tecnico,Ventas,5.8,1
25,7.7,postgrado,Ventas,5.3,0
36,6.6,tecnico,TI,5.5,1
38,8.2,tecnico,Ventas,3.2,1
54,6.5,postgrado,Soporte,7.2,0
45,9.7,profesional,TI,7.3,0
24,7.1,profesional,TI,4.2,0
48,9.2,tecnico,TI,8.9,0
56,5.2,profesional,Ventas,6.8,0
39,1.2,profesional,TI,7.4,1
40,5.3,tecnico,Ventas,3.5,1
29,1.3,postgrado,Ventas,1.0,1
24,5.9,profesional,TI,8.8,0
55,4.8,tecnico,TI,8.4,0
25,6.2,profesional,Soporte,2.1,1
45,0.1,profesional,TI,4.4,1
23,1.9,tecnico,Ventas,7.0,1
58,4.9,profesional,Soporte,6.9,0
58,9.5,tecnico,Soporte,8.7,0
54,3.8,profesional,Ventas,2.3,1
20,4.2,profesional,TI,4.9,0
43,7.1,profesional,TI,1.9,0
55,6.0,postgrado,Recursos Humanos,4.5,0
25,3.0,tecnico,TI,1.1,0
60,4.1,profesional,Recursos Humanos,9.1,0
50,2.2,profesional,Soporte,5.7,0
39,9.7,profesional,Soporte,8.6,0
43,1.3,profesional,Soporte,1.5,0
44,3.7,tecnico,Recursos Humanos,3.0,0
55,0.3,tecnico,Ventas,3.3,1
40,2.2,tecnico,Ventas,4.5,1
49,7.8,postgrado,Soporte,8.2,0
43,2.0,tecnico,Recursos Humanos,4.5,1
49,0.8,postgrado,Recursos Humanos,2.8,1
41,4.7,profesional,Soporte,1.6,0
47,0.1,tecnico,TI,1.7,0
26,0.8,profesional,Soporte,7.8,1
54,8.1,postgrado,Recursos Humanos,5.0,0
47,7.7,postgrado,TI,7.5,0
33,9.2,tecnico,Ventas,7.1,0
29,8.5,tecnico,TI,2.2,0
35,6.8,tecnico,Ventas,2.3,1
35,0.5,tecnico,Recursos Humanos,7.8,0
50,7.8,profesional,Soporte,7.5,0
44,8.5,postgrado,Soporte,4.4,0
32,8.0,tecnico,Soporte,1.7,1
25,5.1,profesional,Soporte,1.1,1
28,2.3,profesional,Soporte,3.6,0
55,8.5,tecnico,Recursos Humanos,1.1,0
39,7.3,tecnico,Recursos Humanos,3.1,1
37,9.8,profesional,Soporte,4.8,0
40,1.6,postgrado,TI,2.1,1
23,2.3,profesional,Soporte,1.9,0
52,2.1,tecnico,Ventas,9.1,0
46,7.9,tecnico,Ventas,6.3,1
26,1.9,tecnico,Ventas,9.4,1
25,0.7,profesional,Ventas,4.1,1
34,10.0,profesional,Soporte,7.1,0
37,0.2,tecnico,Ventas,2.8,1
51,8.4,postgrado,TI,6.6,0
30,3.7,profesional,Soporte,2.2,0
39,8.4,profesional,Ventas,1.0,0
43,5.5,postgrado,Soporte,9.4,0
34,9.0,tecnico,Soporte,6.0,0
26,9.3,postgrado,Soporte,9.3,0
40,0.1,tecnico,Recursos Humanos,4.0,1
45,0.8,tecnico,Ventas,4.0,1
33,2.5,postgrado,Recursos Humanos,4.6,1
56,6.7,postgrado,TI,7.4,0
40,8.9,profesional,TI,6.1,0
37,4.6,profesional,Recursos Humanos,9.3,0
24,6.1,profesional,Ventas,1.2,0
22,1.9,postgrado,Soporte,7.4,0
42,8.0,tecnico,TI,4.0,0
45,9.7,postgrado,TI,2.6,1
56,2.7,profesional,TI,5.6,0
43,4.9,profesional,Ventas,5.5,0
38,0.9,profesional,Recursos Humanos,2.2,1
44,5.6,profesional,Recursos Humanos,2.8,0
40,5.0,postgrado,Ventas,4.7,1
31,1.4,profesional,TI,4.7,1
60,4.4,postgrado,Ventas,3.9,1
52,3.3,tecnico,Ventas,2.3,1
23,5.2,profesional,Recursos Humanos,1.0,0
26,5.9,postgrado,Ventas,9.7,0
41,0.1,profesional,Ventas,9.5,1
52,7.6,profesional,TI,5.4,0
36,7.1,profesional,Soporte,10.0,0
43,3.7,postgrado,TI,7.1,0
53,0.5,postgrado,Recursos Humanos,1.6,1
47,7.5,tecnico,Soporte,2.1,1
60,9.6,postgrado,TI,9.2,0
58,2.4,profesional,Ventas,6.7,1
41,3.2,tecnico,Ventas,8.6,1
36,1.8,postgrado,Soporte,9.1,0
53,5.8,profesional,Soporte,5.0,0
25,1.5,postgrado,Ventas,1.4,1
25,3.6,tecnico,Recursos Humanos,2.7,1
53,7.0,tecnico,TI,1.6,0
20,5.6,profesional,Ventas,2.7,1
29,3.9,tecnico,TI,4.7,1
40,4.2,profesional,TI,2.1,0
24,5.6,tecnico,TI,2.5,1
21,0.1,profesional,TI,5.0,0
41,0.8,tecnico,Recursos Humanos,4.1,1
21,8.8,tecnico,Recursos Humanos,5.2,0
29,0.8,profesional,Recursos Humanos,4.9,1
53,7.1,tecnico,Ventas,6.8,0
35,9.2,profesional,Ventas,9.4,0
58,2.7,postgrado,Ventas,2.0,1
41,3.7,profesional,Recursos Humanos,1.9,1
31,5.7,postgrado,TI,8.7,0
43,8.8,tecnico,Recursos Humanos,5.6,0
59,9.4,tecnico,Ventas,7.9,0
57,7.4,postgrado,Soporte,2.9,0
29,0.9,profesional,Ventas,8.5,1
54,6.7,profesional,TI,9.3,0
51,4.1,profesional,Recursos Humanos,6.7,0
26,4.7,profesional,Soporte,2.0,0
40,0.5,tecnico,Soporte,9.1,1
39,1.9,profesional,TI,8.1,0
45,7.9,profesional,Recursos Humanos,7.8,0
23,4.5,profesional,Soporte,1.3,0
41,3.0,postgrado,Ventas,8.2,0
34,3.8,tecnico,TI,2.2,0
59,8.5,tecnico,Soporte,3.0,0
40,7.5,postgrado,TI,6.2,0
34,2.7,profesional,Recursos Humanos,3.4,1
41,1.2,profesional,Recursos Humanos,7.0,0
47,2.5,tecnico,Recursos Humanos,6.5,1
33,9.2,tecnico,Ventas,2.0,1
46,5.8,profesional,Soporte,6.9,0
60,5.3,tecnico,Recursos Humanos,9.3,0
59,6.0,postgrado,Ventas,2.4,1
47,3.7,postgrado,Recursos Humanos,6.4,0
45,8.1,postgrado,Recursos Humanos,4.1,1
21,5.2,tecnico,Soporte,5.1,0
44,1.2,profesional,Ventas,3.6,1
22,1.3,tecnico,Recursos Humanos,4.2,0
27,5.4,tecnico,Ventas,1.3,1
52,9.4,tecnico,Ventas,9.8,0
54,3.1,tecnico,Recursos Humanos,6.6,0
25,8.7,postgrado,Recursos Humanos,5.5,0
58,7.6,tecnico,TI,4.5,0
42,2.5,tecnico,Soporte,5.9,0
44,0.4,postgrado,Recursos Humanos,4.4,0
38,1.0,tecnico,TI,4.2,1
24,7.3,profesional,Soporte,5.2,0
30,2.0,tecnico,Recursos Humanos,3.5,0
31,3.7,tecnico,Ventas,2.6,1
29,5.0,postgrado,Soporte,6.0,0
27,7.3,tecnico,Ventas,8.6,1
43,1.1,profesional,TI,2.4,1
47,4.1,tecnico,Recursos Humanos,1.3,1
60,4.9,tecnico,TI,3.2,1
55,5.4,tecnico,Recursos Humanos,9.8,0
56,8.2,tecnico,Recursos Humanos,8.5,0
40,1.7,tecnico,Ventas,6.4,1
27,8.1,profesional,TI,9.4,0
28,6.9,profesional,Ventas,5.0,0
34,5.6,tecnico,Ventas,9.8,0
59,7.0,profesional,Ventas,3.7,0
37,4.1,postgrado,TI,3.2,0
39,1.4,postgrado,Recursos Humanos,6.7,1
25,6.7,profesional,Recursos Humanos,4.4,0
31,5.2,postgrado,TI,6.6,0
21,6.4,tecnico,Recursos Humanos,3.7,0
26,3.4,tecnico,TI,6.6,0
35,9.1,profesional,TI,3.5,0
22,5.9,profesional,Recursos Humanos,1.5,0
22,0.9,profesional,Soporte,9.2,1
46,4.5,profesional,Ventas,8.9,0
59,7.6,postgrado,TI,9.7,0
57,7.9,postgrado,TI,7.4,0
52,4.9,profesional,Soporte,7.1,0
47,8.9,profesional,TI,6.0,0
20,2.7,tecnico,TI,2.1,0
27,4.1,tecnico,Recursos Humanos,2.7,0
56,9.0,tecnico,Recursos Humanos,3.6,1
51,9.0,profesional,Soporte,9.0,0
56,6.9,tecnico,TI,2.6,0
23,8.6,postgrado,Ventas,9.3,0
49,0.9,tecnico,Recursos Humanos,5.7,0
25,8.6,profesional,Ventas,7.4,0
38,3.2,tecnico,Ventas,2.0,1
51,1.8,tecnico,Soporte,3.4,1
28,2.4,postgrado,Soporte,9.6,0
31,4.2,profesional,TI,3.4,0
30,2.5,postgrado,Soporte,3.7,0
35,3.2,postgrado,Recursos Humanos,2.8,0
20,1.3,tecnico,TI,2.2,0
40,3.0,tecnico,TI,3.1,0
49,5.7,postgrado,Ventas,6.8,1
32,4.4,postgrado,Ventas,5.1,1
53,3.5,profesional,Ventas,6.0,1
23,7.5,profesional,TI,2.1,0
47,8.9,profesional,Soporte,8.2,0
57,7.6,tecnico,Soporte,8.1,0
50,3.3,profesional,Soporte,1.2,1
46,7.4,postgrado,TI,4.5,1
24,1.5,profesional,TI,1.6,0
44,1.3,tecnico,TI,8.1,1
22,3.5,tecnico,TI,7.6,0
52,8.1,tecnico,TI,9.1,0
23,2.5,tecnico,Soporte,3.1,0
44,0.6,postgrado,TI,5.1,0
39,1.3,tecnico,Soporte,2.7,1
53,8.6,tecnico,TI,4.3,1
45,6.3,tecnico,Soporte,5.7,0
24,2.5,profesional,Recursos Humanos,1.5,1
54,5.6,profesional,Recursos Humanos,7.4,0
47,5.3,tecnico,Soporte,5.9,0
48,6.6,tecnico,Recursos Humanos,8.5,0
28,2.3,tecnico,Recursos Humanos,3.4,1
57,8.6,profesional,Soporte,9.1,0
25,3.1,tecnico,TI,10.0,0
38,6.9,postgrado,TI,9.3,0
30,0.2,profesional,Soporte,8.0,1
21,3.7,tecnico,Ventas,8.3,0
28,3.5,profesional,Ventas,6.2,0
40,5.4,tecnico,Recursos Humanos,2.7,1
43,0.7,profesional,Ventas,7.1,0
53,7.9,tecnico,Recursos Humanos,7.4,0
41,2.2,profesional,TI,9.9,0
22,6.8,profesional,Soporte,5.9,0
31,8.0,postgrado,TI,3.4,0
47,5.6,tecnico,Soporte,7.2,1
49,7.4,tecnico,Ventas,9.8,0
45,6.6,profesional,TI,2.6,1
40,3.6,postgrado,TI,3.9,0
47,8.1,postgrado,Recursos Humanos,5.9,0
45,2.9,tecnico,Soporte,2.5,1
52,5.7,tecnico,Ventas,1.2,1
40,7.5,profesional,TI,4.0,0
54,3.8,tecnico,Soporte,8.8,1
53,3.0,tecnico,Ventas,1.4,1
60,4.6,tecnico,TI,4.9,0
37,8.2,profesional,Soporte,7.9,0
30,9.3,postgrado,Recursos Humanos,9.6,0
42,5.5,postgrado,TI,9.9,0
41,6.6,tecnico,Soporte,4.8,0
36,9.0,profesional,Ventas,9.6,0
24,1.0,postgrado,Ventas,1.3,1
30,2.3,tecnico,Recursos Humanos,7.7,0
49,7.1,profesional,TI,6.8,0
34,8.2,profesional,Recursos Humanos,3.2,0
46,8.6,tecnico,Soporte,5.6,0
54,4.2,profesional,Ventas,2.2,1
52,0.9,tecnico,Recursos Humanos,8.8,1
39,4.4,profesional,TI,4.2,0
35,2.3,tecnico,Soporte,6.6,0
53,2.9,tecnico,TI,2.4,1
21,7.7,tecnico,Recursos Humanos,2.9,1
54,0.8,postgrado,Ventas,9.9,0
59,8.3,profesional,Ventas,7.8,0
47,4.3,profesional,Recursos Humanos,9.7,0
58,6.0,profesional,TI,3.7,0
25,0.9,profesional,TI,2.5,1
28,3.4,tecnico,TI,5.5,0
39,0.9,profesional,TI,5.5,0
20,9.6,tecnico,Ventas,2.6,1
27,8.1,tecnico,TI,7.6,0
42,4.6,profesional,Recursos Humanos,4.3,0
22,2.2,tecnico,Recursos Humanos,2.7,0
23,9.3,tecnico,Recursos Humanos,4.0,0
44,3.4,profesional,Recursos Humanos,6.1,0
57,1.6,profesional,TI,7.5,0
34,5.6,profesional,Ventas,5.3,1
40,9.4,profesional,Soporte,5.7,0
54,0.0,profesional,TI,2.3,1
33,2.4,profesional,Soporte,9.2,0
55,9.4,tecnico,Ventas,9.4,1
31,1.7,tecnico,TI,7.2,0
36,1.1,profesional,Soporte,1.2,1
58,5.7,tecnico,Ventas,5.8,0
28,8.6,postgrado,Soporte,6.7,0
54,4.8,postgrado,Recursos Humanos,10.0,0
32,9.9,tecnico,Recursos Humanos,10.0,0
34,6.8,tecnico,Ventas,8.7,0
37,0.7,tecnico,Ventas,1.6,1
52,9.9,tecnico,Soporte,9.6,0
25,4.1,tecnico,Ventas,6.5,1
46,2.9,profesional,Recursos Humanos,8.2,0
42,5.6,postgrado,Recursos Humanos,4.7,1
46,3.0,profesional,TI,3.9,0
53,0.9,tecnico,Soporte,5.2,1
57,0.0,tecnico,Ventas,2.3,1
33,4.5,profesional,Ventas,4.2,1
55,8.4,postgrado,Ventas,8.7,0
27,5.7,postgrado,Soporte,1.3,0
54,10.0,postgrado,Recursos Humanos,2.4,1
38,2.9,profesional,Ventas,2.1,1
49,2.8,profesional,Ventas,4.6,1
33,1.6,tecnico,Recursos Humanos,10.0,0
39,1.6,profesional,Ventas,2.6,1
44,2.9,tecnico,TI,2.3,1
59,7.9,profesional,Recursos Humanos,9.2,0
43,9.1,profesional,Recursos Humanos,8.9,0
33,9.8,tecnico,Recursos Humanos,1.3,1
45,2.3,tecnico,TI,7.8,0
57,8.8,tecnico,Recursos Humanos,6.9,0
42,3.3,tecnico,Soporte,7.9,0
41,1.1,tecnico,Soporte,5.5,1
38,8.7,tecnico,Soporte,9.9,0
22,6.4,tecnico,Recursos Humanos,1.4,0
38,1.6,tecnico,Recursos Humanos,3.1,1
28,4.3,postgrado,Recursos Humanos,4.6,0
47,2.9,tecnico,TI,5.0,0
39,7.4,tecnico,Soporte,9.3,0
26,4.5,profesional,Ventas,6.0,0
33,9.9,postgrado,Ventas,1.4,1
28,0.5,profesional,Recursos Humanos,4.7,1
38,3.6,tecnico,TI,4.7,0
33,4.8,profesional,Recursos Humanos,9.7,0
57,5.0,profesional,Ventas,6.4,0
55,3.2,profesional,Soporte,6.7,0
59,7.3,profesional,Ventas,7.4,0
36,8.7,postgrado,Soporte,7.9,0
49,9.4,postgrado,Soporte,6.7,0
28,8.1,profesional,TI,3.1,0
52,8.5,profesional,Ventas,8.9,0
44,5.5,profesional,Recursos Humanos,7.6,0
33,8.3,postgrado,TI,7.7,0
30,3.0,tecnico,Soporte,10.0,0
54,4.0,postgrado,Ventas,8.2,0
60,3.2,tecnico,Recursos Humanos,8.5,0
33,4.7,profesional,TI,9.6,0
49,2.9,postgrado,Recursos Humanos,2.4,1
60,9.6,tecnico,Ventas,5.5,0
23,3.1,profesional,Recursos Humanos,6.2,0
23,1.0,tecnico,TI,4.0,1
47,5.3,tecnico,Recursos Humanos,8.6,0
27,0.6,tecnico,Ventas,7.9,0
21,1.1,tecnico,TI,7.5,1
60,2.2,tecnico,Soporte,10.0,0
41,4.6,postgrado,TI,3.3,0
60,4.3,postgrado,Ventas,7.6,0
35,8.0,tecnico,Recursos Humanos,6.0,0
48,7.4,profesional,Soporte,3.8,0
49,4.3,tecnico,Soporte,2.4,1
31,3.3,tecnico,Recursos Humanos,9.1,0
54,3.2,tecnico,Ventas,6.4,0
30,7.7,postgrado,TI,8.4,0
40,0.5,postgrado,Ventas,5.9,1
40,0.1,tecnico,Soporte,3.0,1
24,8.0,tecnico,TI,4.0,0
39,4.8,tecnico,TI,4.4,0
56,1.3,profesional,Recursos Humanos,9.8,0
22,2.4,profesional,Ventas,1.1,1
52,9.3,tecnico,TI,9.9,0
28,8.6,profesional,Recursos Humanos,9.8,0
28,7.1,tecnico,Ventas,10.0,1
23,4.8,postgrado,Soporte,5.3,0
54,5.2,profesional,Soporte,9.7,0
36,9.8,profesional,Ventas,4.6,1
53,9.7,profesional,TI,1.2,0
43,2.2,postgrado,TI,3.0,1
51,8.1,tecnico,Soporte,9.5,0
20,2.0,tecnico,Soporte,1.1,1
27,2.1,postgrado,TI,5.9,0
42,6.8,tecnico,Ventas,1.7,1
59,4.1,tecnico,Soporte,3.6,0
31,9.3,profesional,TI,1.8,0
31,0.9,postgrado,Ventas,8.7,1
34,5.1,profesional,Recursos Humanos,6.3,0
60,9.2,postgrado,Ventas,9.1,0
38,9.0,profesional,TI,7.2,0
45,1.6,tecnico,Ventas,9.7,1
48,3.7,profesional,TI,5.6,0
41,6.2,profesional,Soporte,6.7,0
59,1.6,tecnico,Recursos Humanos,6.2,1
40,9.7,tecnico,Soporte,5.4,0
57,9.1,tecnico,Soporte,8.6,0
39,1.7,profesional,TI,6.8,0
48,1.2,postgrado,TI,8.2,1
23,0.9,profesional,TI,8.1,0
26,9.1,postgrado,TI,2.7,1
47,1.9,tecnico,Soporte,6.9,0
47,4.2,postgrado,TI,2.8,1
23,4.5,postgrado,TI,6.2,0
41,6.0,tecnico,Soporte,7.1,0
31,0.7,postgrado,Recursos Humanos,10.0,0
22,2.3,tecnico,Recursos Humanos,1.3,0
41,9.3,postgrado,Ventas,1.8,1
21,9.1,postgrado,Soporte,1.7,1
43,7.8,profesional,TI,4.6,0
53,0.2,profesional,Ventas,8.4,1
46,3.3,tecnico,Recursos Humanos,8.6,1
60,6.3,profesional,Recursos Humanos,7.6,0
20,2.8,tecnico,Soporte,9.1,0
27,9.1,profesional,TI,3.9,0
42,6.3,profesional,TI,1.8,0
57,0.7,postgrado,Ventas,1.5,1
25,9.1,tecnico,Recursos Humanos,8.7,0
41,9.6,postgrado,Ventas,7.6,1
44,0.8,postgrado,Ventas,7.3,1
37,5.3,profesional,Ventas,4.1,1
36,3.0,tecnico,TI,4.4,0
31,3.9,tecnico,Recursos Humanos,9.6,0
25,1.8,tecnico,Ventas,1.6,1
45,5.8,profesional,Recursos Humanos,8.0,0
46,9.6,profesional,Recursos Humanos,3.8,0
27,5.0,postgrado,Ventas,1.4,0
38,0.8,tecnico,Ventas,7.7,1
20,6.2,tecnico,Soporte,4.0,0
48,3.4,profesional,TI,7.5,0
54,8.6,postgrado,Recursos Humanos,7.4,0
59,4.3,postgrado,Ventas,5.8,1
33,1.9,postgrado,Ventas,8.0,1
54,1.9,profesional,Recursos Humanos,6.2,0
39,7.7,profesional,Ventas,3.6,1
32,2.7,postgrado,Soporte,7.6,0
57,7.7,profesional,Recursos Humanos,6.3,0
27,2.1,tecnico,Ventas,1.1,0
39,3.2,tecnico,Recursos Humanos,9.1,0
52,4.7,tecnico,Ventas,5.9,0
45,9.4,profesional,Ventas,8.8,1
58,9.3,tecnico,TI,8.9,0
40,2.1,tecnico,Recursos Humanos,5.0,0
60,3.6,tecnico,TI,5.6,1
28,1.5,profesional,Ventas,4.7,1
43,5.1,tecnico,Recursos Humanos,5.0,1
56,4.6,profesional,Recursos Humanos,9.1,0
60,9.0,tecnico,Soporte,8.1,0
36,9.3,tecnico,Soporte,2.1,1
43,3.8,profesional,Ventas,6.5,0
40,4.9,tecnico,Ventas,10.0,0
58,9.0,tecnico,Ventas,6.4,0
60,8.1,tecnico,Ventas,8.1,0
58,0.0,postgrado,Soporte,7.9,0
32,3.2,profesional,Recursos Humanos,4.2,0
30,4.2,tecnico,TI,4.3,1
38,2.3,tecnico,Recursos Humanos,7.5,0
30,2.0,postgrado,Recursos Humanos,5.5,0
32,0.4,profesional,Soporte,6.1,0
20,6.4,profesional,Recursos Humanos,7.4,0
59,2.6,profesional,Recursos Humanos,8.0,0
38,0.5,profesional,Ventas,3.4,1
31,2.3,profesional,TI,2.3,1
27,8.0,profesional,Recursos Humanos,3.6,1
27,8.5,profesional,Recursos Humanos,5.6,0
31,4.8,tecnico,TI,4.1,0
52,4.2,postgrado,Ventas,6.1,1
45,9.8,profesional,Soporte,1.5,0
58,2.0,tecnico,Soporte,5.6,0
47,2.2,postgrado,Recursos Humanos,4.3,0
24,2.9,postgrado,Ventas,5.8,1
27,1.7,postgrado,Soporte,4.8,1
44,3.8,postgrado,Soporte,3.6,0
46,9.1,postgrado,Soporte,9.1,0
42,6.2,tecnico,Soporte,2.7,1
49,4.1,postgrado,Soporte,7.1,0
42,9.3,postgrado,Recursos Humanos,9.3,0
39,0.5,tecnico,Soporte,5.8,1
37,2.1,tecnico,Recursos Humanos,8.9,0
37,5.7,postgrado,TI,2.1,1
21,6.2,tecnico,TI,5.4,0
23,0.4,postgrado,Ventas,5.1,1
49,4.0,tecnico,Recursos Humanos,1.1,0
52,6.5,tecnico,Ventas,5.0,1
55,7.0,profesional,TI,4.3,1
37,6.4,tecnico,TI,7.0,0
56,3.2,profesional,TI,9.4,0
38,0.9,profesional,TI,1.8,1
47,4.3,tecnico,Soporte,3.9,0
59,1.3,tecnico,TI,5.0,0
39,9.5,tecnico,Soporte,5.1,0
52,4.8,tecnico,Soporte,8.0,0
31,3.2,profesional,Ventas,5.0,0
34,7.7,profesional,Soporte,1.2,0
60,5.0,tecnico,Ventas,7.4,0
58,3.1,profesional,Soporte,9.0,0
21,8.1,tecnico,Soporte,5.6,0
48,8.7,tecnico,TI,6.2,0
60,6.7,tecnico,Recursos Humanos,2.5,0
29,0.5,postgrado,Soporte,3.0,1
21,5.7,postgrado,Recursos Humanos,3.1,0
30,7.6,postgrado,Recursos Humanos,4.9,1
32,1.4,tecnico,Recursos Humanos,9.4,0
29,2.3,tecnico,Soporte,5.7,0
33,8.8,profesional,Recursos Humanos,2.7,0
37,0.2,profesional,Soporte,3.4,1
28,7.5,postgrado,TI,4.5,1
58,4.7,tecnico,Soporte,6.6,0
47,4.5,tecnico,Ventas,5.0,0
22,0.1,profesional,TI,4.5,1
39,8.2,postgrado,Recursos Humanos,6.1,0
25,3.6,postgrado,Recursos Humanos,3.2,0
46,5.4,profesional,Ventas,1.7,1
21,6.8,postgrado,TI,1.2,0
48,7.0,profesional,Ventas,3.3,1
57,9.6,postgrado,Recursos Humanos,1.8,1
22,5.3,postgrado,Soporte,4.0,1
35,4.0,postgrado,Recursos Humanos,8.0,0
49,9.5,tecnico,Ventas,7.4,0
59,6.4,tecnico,Soporte,6.5,0
21,3.0,profesional,Soporte,8.7,0
36,1.3,profesional,Recursos Humanos,3.5,0
60,8.4,postgrado,Soporte,9.0,0
31,3.6,tecnico,TI,4.6,0
54,6.6,tecnico,Recursos Humanos,4.6,1
20,4.7,profesional,Recursos Humanos,4.6,1
34,2.0,tecnico,TI,1.9,0
45,6.0,tecnico,Recursos Humanos,9.8,0
56,0.6,tecnico,Ventas,2.2,1
40,4.1,profesional,Ventas,4.1,1
50,5.5,tecnico,Recursos Humanos,3.9,1
44,4.4,postgrado,TI,1.7,0
42,7.5,profesional,Soporte,2.4,1
43,8.3,postgrado,TI,1.4,1
57,7.7,profesional,Ventas,3.6,1
47,0.4,tecnico,Recursos Humanos,8.8,0
40,1.9,tecnico,TI,4.1,0
37,5.4,tecnico,Soporte,2.1,0
55,9.3,profesional,Soporte,6.8,0
54,8.3,tecnico,Soporte,10.0,0
28,8.4,tecnico,Soporte,3.1,1
57,3.0,profesional,TI,3.5,1
49,4.3,tecnico,Soporte,9.7,0
53,4.7,tecnico,Ventas,2.6,0
51,1.6,profesional,Soporte,5.6,0
22,0.3,postgrado,Ventas,3.2,1
22,9.5,tecnico,TI,9.4,0
47,2.4,tecnico,Ventas,9.8,0
34,2.4,postgrado,TI,8.3,0
60,0.8,tecnico,Soporte,3.8,1
42,9.3,postgrado,Recursos Humanos,4.6,0
59,5.8,tecnico,Ventas,3.2,1
30,6.7,postgrado,Ventas,9.0,0
51,9.1,tecnico,Recursos Humanos,9.2,1
55,3.5,postgrado,TI,4.8,1
52,6.2,tecnico,TI,6.9,0
43,0.4,profesional,Soporte,2.5,1
58,1.9,tecnico,Ventas,4.9,1
53,8.3,tecnico,TI,6.7,0
47,7.7,profesional,Soporte,4.5,1
56,3.5,profesional,TI,4.2,1
26,3.8,postgrado,Recursos Humanos,1.0,0
23,5.3,profesional,Recursos Humanos,8.2,0
56,0.0,postgrado,Recursos Humanos,9.0,1
20,2.4,profesional,Soporte,9.7,0
20,2.1,postgrado,Ventas,7.5,0
39,2.5,postgrado,Recursos Humanos,5.9,0
38,8.1,tecnico,Recursos Humanos,3.4,1
48,2.8,postgrado,TI,10.0,0
29,1.9,postgrado,Recursos Humanos,6.3,0
37,5.0,tecnico,Ventas,7.1,0
47,8.7,profesional,Soporte,7.1,0
54,2.4,tecnico,Recursos Humanos,8.6,0
50,0.8,postgrado,Soporte,1.1,0
46,3.6,tecnico,Soporte,3.0,1
30,7.5,tecnico,Ventas,7.0,1
57,5.5,profesional,TI,9.1,0
24,8.2,profesional,TI,7.2,0
27,9.6,postgrado,Soporte,4.7,1
53,7.9,postgrado,Recursos Humanos,4.3,1
31,6.0,profesional,Soporte,7.6,0
57,4.9,tecnico,TI,7.7,0
20,0.4,profesional,Recursos Humanos,6.5,0
50,9.8,profesional,TI,3.6,0
23,3.8,profesional,Ventas,9.3,0
24,1.5,tecnico,TI,6.0,1
49,6.7,profesional,Recursos Humanos,8.1,0
43,2.8,tecnico,Recursos Humanos,2.9,1
22,5.9,profesional,Soporte,4.1,0
30,5.9,profesional,Recursos Humanos,8.9,0
23,4.5,postgrado,Ventas,1.5,1
45,8.4,profesional,TI,5.6,0
46,2.6,tecnico,Soporte,5.3,0
46,4.5,postgrado,Soporte,7.8,0
25,5.4,profesional,Recursos Humanos,3.5,0
34,6.6,tecnico,Ventas,3.0,1
49,7.8,profesional,Soporte,9.3,0
56,3.9,tecnico,Ventas,6.1,1
56,6.5,postgrado,Ventas,1.9,1
56,1.5,profesional,TI,2.7,1
54,9.3,profesional,TI,10.0,0
42,3.8,tecnico,TI,2.8,1
25,7.3,tecnico,Ventas,6.5,0
23,0.2,postgrado,TI,4.8,1
37,2.1,postgrado,Soporte,9.0,0
28,4.9,tecnico,Soporte,7.8,0
48,8.8,tecnico,Recursos Humanos,6.4,0
32,5.3,tecnico,Ventas,1.1,1
36,9.3,profesional,TI,8.9,0
51,4.8,profesional,Soporte,5.0,0
41,4.9,profesional,Ventas,9.4,0
23,1.2,profesional,Ventas,5.5,1
24,8.0,postgrado,TI,7.2,0
56,2.5,profesional,Ventas,1.6,1
60,9.0,tecnico,TI,7.7,0
32,9.1,profesional,TI,4.0,0
53,9.4,postgrado,TI,4.2,0
41,5.2,profesional,Ventas,2.1,0
42,6.8,profesional,Ventas,2.3,1
22,7.8,profesional,TI,2.7,1
53,1.3,postgrado,Ventas,4.0,1
51,6.0,profesional,TI,9.0,0
40,0.3,tecnico,Recursos Humanos,4.3,1
40,5.0,postgrado,Ventas,7.5,1
30,1.5,postgrado,Ventas,1.7,1
58,1.8,tecnico,Recursos Humanos,6.3,0
23,3.7,profesional,Recursos Humanos,5.3,0
20,4.3,profesional,Recursos Humanos,9.8,0
47,6.2,tecnico,TI,8.6,0
43,0.7,postgrado,TI,5.1,0
54,5.0,profesional,Soporte,8.0,0
32,1.8,postgrado,Recursos Humanos,2.7,0
53,5.7,tecnico,Soporte,6.1,0
30,6.4,profesional,TI,1.7,1
55,5.6,tecnico,Ventas,4.1,1
36,7.4,profesional,Recursos Humanos,3.0,0
54,3.4,profesional,Ventas,7.5,0
37,7.7,profesional,TI,5.4,0
59,4.3,tecnico,Recursos Humanos,7.8,0
41,4.8,tecnico,Soporte,5.6,0
43,6.5,tecnico,Soporte,1.8,0
38,0.2,tecnico,TI,7.6,1
56,6.5,profesional,Ventas,8.5,0
58,6.2,profesional,TI,9.1,0
40,3.1,profesional,Ventas,6.1,0
27,0.9,profesional,TI,7.8,1
47,0.9,tecnico,Soporte,7.8,0
24,9.2,tecnico,Ventas,2.4,1
36,6.9,tecnico,TI,2.5,1
56,1.3,postgrado,Recursos Humanos,1.6,0
55,3.6,profesional,Soporte,3.9,0
38,5.9,tecnico,Soporte,5.3,0
